UID,Input,Response
1104,"The target item text information: [cate: finance, sub_cate: finance-companies, title: The Inside Story of Why Dick's Sporting Goods's CEO Stopped Selling Assault Rifles, abstract: Ed Stack, CEO of Dick's Sporting Goods, transformed his father's two-store company into the industry's biggest player. But going up against the gun lobby may have been his riskiest move as an entrepreneur.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 698: [Text information: cate: news, sub_cate: newsus, title: FBI: Cybercrimes on the rise because of sophisticated scams, the profile of the users that the item is targeting: User identity: NFL fan, Football aficionado, Current news reader, Team player, Fantasy footballer; User interests: NFL, Fantasy football, Current events, Sports news, Team dynamics.];
item 2651: [Text information: cate: news, sub_cate: newspolitics, title: Khizr Khan: Trump family 'has no idea what service and sacrifice is', the profile of the users that the item is targeting: User identity: Gold Star father, Muslim American, patriot, finance professional, sports fan; User interests: Politics, Military service, Social justice, Real estate, College football.];
item 3475: [Text information: cate: entertainment, sub_cate: entertainment-celebrity, title: Justin Bieber uses Instagram to sell his house, plus more proof stars are nothing like us, the profile of the users that the item is targeting: User identity: Justin Bieber fan, Real estate enthusiast, Celebrity news enthusiast, entertainment lover, social media user; User interests: Entertainment, Celebrity news, Real estate, Social media, Pop culture.];
item 3727: [Text information: cate: finance, sub_cate: finance-companies, title: Ex-billionaire dragged to court for unpaid $680 million loan, the profile of the users that the item is targeting: User identity: Finance professional, Businessperson, Investor, Traveler, Foodie; User interests: Finance news, Business news, Investment opportunities, Exotic destinations, Culinary experiences.];
item 1137: [Text information: cate: video, sub_cate: news, title: Lawmaker accused of ignoring sexual misconduct, the profile of the users that the item is targeting: User identity: Rep. Jim Jordan, Assistant Wrestling Coach, Lawmaker, Ohio State University, CNN; User interests: Sexual Misconduct, Current events, Political activism, Fine dining, Family dynamics.];
","User identity: Entrepreneur, CEO, Industry leader, Retailer, Sporting Goods Industry; User interests: Business, Entrepreneurship, Gun control, Retail, Guns."
1107,"The target item text information: [cate: foodanddrink, sub_cate: videos, title: How To Make Cast-Iron Cowboy Pan Pizza By Rachael, abstract: Pulled chicken or brisket get tossed with BBQ pizza sauce and blanketed by 2 kinds of cheese in Rach's ""Cowboy"" Pizza made in a cast-iron pan.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2862: [Text information: cate: foodanddrink, sub_cate: newstrends, title: Shaking Beef, the profile of the users that the item is targeting: User identity: Food lover, News enthusiast, Homeowner, Vietnamese food enthusiast, Health-conscious individual; User interests: Cooking, Current events, Home improvement, Food trends, Healthy eating.];
item 2342: [Text information: cate: foodanddrink, sub_cate: newstrends, title: Bucket-List Food Experiences in Every State, the profile of the users that the item is targeting: User identity: Food enthusiast, Local cuisine lover, Adventurer, Culture seeker, Cuisine explorer; User interests: Trying new dishes, Exploring food culture, Traveling and tasting, Finding unique eateries, Sampling regional specialties.];
item 29: [Text information: cate: foodanddrink, sub_cate: foodnews, title: Subway just released a sandwich with green eggs and ham, the profile of the users that the item is targeting: User identity: Food lover, News enthusiast, Sports fan, Family friend, Travel enthusiast; User interests: Food news, Local news, Football, Food, Travel.];
item 2337: [Text information: cate: foodanddrink, sub_cate: newstrends, title: Digital Bite: The Foundry Serves Up Balsamic Glazed Short Ribs At Gridiron Grill-Off, the profile of the users that the item is targeting: User identity: The Foundry lover, Gridiron Grill-Off attendee, Pompano Beach visitor, Digital Bite follower, Balsamic glazed short ribs enthusiast; User interests: Trying new restaurants, Food festivals, Culinary events, Wine and music pairings, Local food trends.];
item 1715: [Text information: cate: foodanddrink, sub_cate: restaurantsandnews, title: I went to Peter Luger after it received zero stars from New York Times, the profile of the users that the item is targeting: User identity: Food lover, Foodie, Moviegoer, Entertainment enthusiast, Football fan; User interests: Restaurant reviews, Culinary experiences, Blockbuster movies, Political news, Football.];
","User identity: Sports fan, Food enthusiast, Movie lover, Teenager, Health enthusiast; User interests: Golf, Pizza, Movies, Innovation, Basketball."
1114,"The target item text information: [cate: sports, sub_cate: football_nfl, title: Detroit Lions QB Jeff Driskel didn't find out he was starting until Sunday morning, abstract: The Lions appeared to have waited until Sunday to make a QB decision, though the timeline is curious.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 304: [Text information: cate: sports, sub_cate: football_nfl, title: Brian Hoyer to start as Colts rule out Jacoby Brissett, the profile of the users that the item is targeting: User identity: Activist, Protester, Opposition demonstrator, Social justice advocate, Human rights activist; User interests: Politics, Social justice, Human rights, Environmental activism, Progressive policies.];
item 703: [Text information: cate: sports, sub_cate: football_nfl, title: Cowboys Week 10 Rooting Guide, Playoff Odds Roundup, the profile of the users that the item is targeting: User identity: Health enthusiast, Sports fan, News junkie, Football fan, Dallas Cowboys supporter; User interests: Wellness, Golf, Current events, Football, Dallas Cowboys.];
item 2983: [Text information: cate: sports, sub_cate: football_nfl, title: Bears vs. Lions: Everything you need to know about the Week 10 game before kickoff at noon, the profile of the users that the item is targeting: User identity: Sports fan, Football enthusiast, Chicago Bears supporter, Quarterback fan, Mitch Trubisky admirer; User interests: NFL, Chicago Bears, Football strategy, Quarterback analysis, Game predictions.];
item 3767: [Text information: cate: sports, sub_cate: football_nfl, title: Bucs-Cardinals: The sky isn't falling, and other things we learned, the profile of the users that the item is targeting: User identity: Sports fan, Finance enthusiast, Football enthusiast, Indian, Basketball fan; User interests: Golf, Financial news, NFL, Religion, Basketball.];
item 611: [Text information: cate: sports, sub_cate: football_nfl, title: Chiefs Market Movers heading into Sunday's Titans game, the profile of the users that the item is targeting: User identity: Sports fan, Football enthusiast, Kansas City Chiefs supporter, News enthusiast, Weather watcher; User interests: NFL, Kansas City Chiefs, Football news and updates, Current events, Climate change.];
","User identity: Detroit Lions supporter, News enthusiast, Sports fan, Football enthusiast, Climate change advocate; User interests: NFL, Quarterbacks, Team dynamics, Environmental issues, Weather."
1115,"The target item text information: [cate: news, sub_cate: newsworld, title: Australia bushfires: Smoke from blazes can be seen in New Zealand, abstract: Thousands of people are in the path of deadly Australian bushfires that have produced clouds of smoke seen as far away as New Zealand.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 3438: [Text information: cate: video, sub_cate: news, title: Australia braces for more bushfires as conditions set to worsen, the profile of the users that the item is targeting: User identity: Royal family fan, Australian, Firefighter, news enthusiast, Music fan; User interests: British royal family, Environmentalism, Emergency Services, current events, Climate change.];
item 2456: [Text information: cate: news, sub_cate: newsworld, title: UPDATE 3-Australian bushfires kill three, destroy at least 150 homes, the profile of the users that the item is targeting: User identity: Weather enthusiast, News junkie, Outdoor enthusiast, Environmentalist, Australian; User interests: Weather forecasting, Current events, Outdoor activities, Conservation, Bushfires.];
item 1076: [Text information: cate: news, sub_cate: newsworld, title: 3 dead, dozens injured as Australia wildfires raze homes, the profile of the users that the item is targeting: User identity: News enthusiast, Weather watcher, Sports fan, Environmentalist, Disaster relief volunteer; User interests: Climate change, Wildfires, Environmental issues, Emergency response, Humanitarian aid.];
item 2022: [Text information: cate: weather, sub_cate: weathertopstories, title: Orange County house fire topples tree, power line to the ground, the profile of the users that the item is targeting: User identity: Weather enthusiast, Homeowner, Tree lover, Environmentalist, Sonoma County resident; User interests: Weather news, Home safety, Environmental conservation, Weather forecasting, Wildfires.];
item 3597: [Text information: cate: weather, sub_cate: weathertopstories, title: Video shows Popocatépetl volcano spewing ash, threatening air quality, the profile of the users that the item is targeting: User identity: Sports fan, Car enthusiast, Weather lover, Finance professional, Travel enthusiast; User interests: Football, Automotive, Weather forecasting, Finance news, Travel planning.];
","User identity: News follower, News enthusiast, Weather enthusiast, Environmentalist, Outdoor enthusiast; User interests: Current events, Climate change, Weather forecasts, College football, Hiking."
1117,"The target item text information: [cate: lifestyle, sub_cate: voices, title: I Was A Psychic Phone Line Operator. Here's What Really Happened Behind The Scenes., abstract: A phone psychic reveals the behind-the-scenes of the job.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1923: [Text information: cate: news, sub_cate: newsscienceandtechnology, title: Google's cybersecurity project 'Chronicle' is in trouble, the profile of the users that the item is targeting: User identity: Tech enthusiast, Cybersecurity professional, Google employee, Technology enthusiast, Finance professional; User interests: Technology, Cybersecurity, Google and Alphabet projects, Cybersecurity, Finance companies.];
item 990: [Text information: cate: news, sub_cate: newsscienceandtechnology, title: Amazon Echo Show falls victim to an old flaw at hacking contest, the profile of the users that the item is targeting: User identity: Technology enthusiast, Security enthusiast, Science enthusiast, Tech-savvy, Football fan; User interests: Smart home devices, Smart home security, Climate change, Tech news, NFL.];
item 826: [Text information: cate: news, sub_cate: newscrime, title: Jolly Joseph: Mom, churchgoer, chatty neighbor ... suspected serial killer, the profile of the users that the item is targeting: User identity: Jolly Joseph, Neighbor, Churchgoer, Mystery lover, Curser; User interests: Crime, Religion, Family, Mystery, Curses.];
item 2035: [Text information: cate: news, sub_cate: newsus, title: Iran says case open on ex-FBI agent missing there on CIA job, the profile of the users that the item is targeting: User identity: FBI agent, CIA operative, Investigator, Government official, Private investigator; User interests: Espionage, National security, Intelligence gathering, Foreign affairs, Missing persons.];
item 698: [Text information: cate: news, sub_cate: newsus, title: FBI: Cybercrimes on the rise because of sophisticated scams, the profile of the users that the item is targeting: User identity: NFL fan, Football aficionado, Current news reader, Team player, Fantasy footballer; User interests: NFL, Fantasy football, Current events, Sports news, Team dynamics.];
","User identity: Psychic, Spiritualist, Medium, Phone Line Operator, Voicer; User interests: Spirituality, Mediumship, Personal Growth, Football, Lifestyle."
1118,"The target item text information: [cate: news, sub_cate: newscrime, title: Daughter-in-law of police union president sentenced for traffic accident, abstract: A judge has just sentenced Kourtney Helle, the wife of a San Antonio police officer, to four years of deferred adjudication for failing to stop and render aid after she fled from a traffic accident in November 2017. The case sat untouched by prosecutors for about a year before it was discovered under Bexar County District Attorney Joe Gonzales, who took office in January. By the time Police Chief William McManus learned of the case a few months...]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 3410: [Text information: cate: news, sub_cate: newscrime, title: A woman was found dead with an ax in her head. 37 years later, her husband faces charges, the profile of the users that the item is targeting: User identity: James Krauseneck Jr., Tyler Eifert, Ryan Finley, News enthusiast, Sports fan; User interests: News, Crime, Sports, Football, Current events.];
item 2354: [Text information: cate: news, sub_cate: newscrime, title: NOPD: Missing child located, grandmother arrested for kidnapping, the profile of the users that the item is targeting: User identity: Grandmother, Mother, Nurse, Hero, Advocate; User interests: Family, Crime, Healthcare, Social Justice, Advocacy.];
item 1073: [Text information: cate: news, sub_cate: newscrime, title: She called 911 after her baby fell. Weeks later, CPS took her children., the profile of the users that the item is targeting: User identity: Foster Parent, Parent, Caregiver, Animal lover, Social justice advocate; User interests: Family Law, Child Safety, Social Services, Animal rescue, Social justice.];
item 1367: [Text information: cate: news, sub_cate: newsworld, title: Outrage as Sri Lanka president pardons killer of Swedish teen, the profile of the users that the item is targeting: User identity: Outraged Citizen, Social Justice Advocate, Human Rights Activist, Victim's Family Member, Political Dissenter; User interests: Criminal Justice Reform, International Relations, Grieving and Coping, Human Rights Violations, Political Corruption.];
item 2336: [Text information: cate: news, sub_cate: newscrime, title: He was one of the first prisoners released under Trump's criminal justice reform law. Now he's accused of murder., the profile of the users that the item is targeting: User identity: Convicted Criminal, Reformed Prisoner, Alleged Murderer, Former Inmate, Criminal Justice Reformer; User interests: News, Criminal Justice Reform, Prisoner Rights, Legal System, Social Issues.];
","User identity: Police officer, Lawyer, Politician, Environmentalist, Weather Enthusiast; User interests: Crime, Politics, Law, Climate Change, Earthquakes."
1122,"The target item text information: [cate: sports, sub_cate: football_nfl, title: Lamar Jackson, Baltimore Ravens hand Cincinnati Bengals 49-13 loss, abstract: Lamar Jackson went 15 of 17 throwing for three touchdowns and 223 yards before stepping aside for Robert Griffin III to finish the game.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 972: [Text information: cate: sports, sub_cate: football_nfl, title: Instant takeaways from Miami Dolphins' upset of Indianapolis Colts for second win in a row, the profile of the users that the item is targeting: User identity: Miami Dolphins fan, Football enthusiast, Sports lover, NFL follower, Team supporter; User interests: Miami Dolphins, Football, Sports news, NFL, Team updates.];
item 2524: [Text information: cate: sports, sub_cate: football_nfl, title: Ravens vs. Bengals final recap: A Lamarvelous day, the profile of the users that the item is targeting: User identity: Baltimore Ravens fan, Sports enthusiast, Football lover, Tech fan, News reader; User interests: NFL, Lamar Jackson, Cincinnati Bengals, Smart home devices, Cybersecurity.];
item 2452: [Text information: cate: sports, sub_cate: more_sports, title: Grand Rapids football recaps: Four teams win district crowns, the profile of the users that the item is targeting: User identity: Finance, News, Sports, Financial planning, Current events; User interests: High school football, College football, Weather news, High school football, Weather news.];
item 723: [Text information: cate: sports, sub_cate: football_nfl, title: Winston throws for 358 yards, Bucs beat Cardinals 30-27, the profile of the users that the item is targeting: User identity: Sports fan, Football enthusiast, News junkie, Tampa Bay Buccaneers supporter, Politics follower; User interests: NFL, Tampa Bay Buccaneers, Current events, President Donald Trump, Political news.];
item 3378: [Text information: cate: sports, sub_cate: football_nfl, title: A possible NFL first: 3 Heisman Trophy winners in the backfield for Ravens' option pitch to Robert Griffin III, the profile of the users that the item is targeting: User identity: Nutrition advocate, Football fanatic, Movie buff, Culinary connoisseur, Basketball aficionado; User interests: Nutrition, Football, Movies, Food and drinks, Basketball.];
","User identity: Sports fan, Travel enthusiast, Football lover, Adventure seeker, Space enthusiast; User interests: Football, Space exploration, Adventure travel, Quarterback stats, NFL news and updates."
1137,"The target item text information: [cate: video, sub_cate: news, title: Lawmaker accused of ignoring sexual misconduct, abstract: A new lawsuit accuses Rep. Jim Jordan (R-OH) of failing to take action against sexual misconduct when he was an assistant wrestling coach at Ohio State University in the 90s. CNN's Jean Casarez has more on the case.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1146: [Text information: cate: sports, sub_cate: football_nfl, title: Kraft lawyers: If state wins video suppression appeal, 'everyone loses', the profile of the users that the item is targeting: User identity: Law enthusiast, Legal analyst, New England Patriots supporter, NFL fan, Sports enthusiast; User interests: Law, Legal proceedings, Football, NFL, Sports news.];
item 2753: [Text information: cate: news, sub_cate: newspolitics, title: Lawmakers spar over impeachment witnesses as probe enters public phase, the profile of the users that the item is targeting: User identity: Democrat, Lawmaker, Political Activist, Social Justice Advocate, Government Official; User interests: Politics, Government, Current Events, Social Justice, Impeachment Proceedings.];
item 1436: [Text information: cate: news, sub_cate: newspolitics, title: Stop playing political games with real people. Fix Amendment 4, Florida | Editorial, the profile of the users that the item is targeting: User identity: Politically active, Socially responsible, Informed voter, Sports enthusiast, News buff; User interests: Political activism, Social justice, Voting rights, Football, Current events.];
item 2651: [Text information: cate: news, sub_cate: newspolitics, title: Khizr Khan: Trump family 'has no idea what service and sacrifice is', the profile of the users that the item is targeting: User identity: Gold Star father, Muslim American, patriot, finance professional, sports fan; User interests: Politics, Military service, Social justice, Real estate, College football.];
item 511: [Text information: cate: movies, sub_cate: movies-celebrity, title: Roman Polanski Denies Rape Allegation by Valentine Monnier, the profile of the users that the item is targeting: User identity: Film enthusiast, Roman Polanski fan, French culture lover, Moviegoer, Arts lover; User interests: Movies, Celebrity news, French history and culture, Skiing, Legal issues.];
","User identity: Rep. Jim Jordan, Assistant Wrestling Coach, Lawmaker, Ohio State University, CNN; User interests: Sexual Misconduct, Current events, Political activism, Fine dining, Family dynamics."
1146,"The target item text information: [cate: sports, sub_cate: football_nfl, title: Kraft lawyers: If state wins video suppression appeal, 'everyone loses', abstract: New England Patriots owner Robert Kraft's attorneys stated an appeals court should uphold a ruling that suppressed video recorded at a Florida spa.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1137: [Text information: cate: video, sub_cate: news, title: Lawmaker accused of ignoring sexual misconduct, the profile of the users that the item is targeting: User identity: Rep. Jim Jordan, Assistant Wrestling Coach, Lawmaker, Ohio State University, CNN; User interests: Sexual Misconduct, Current events, Political activism, Fine dining, Family dynamics.];
item 1436: [Text information: cate: news, sub_cate: newspolitics, title: Stop playing political games with real people. Fix Amendment 4, Florida | Editorial, the profile of the users that the item is targeting: User identity: Politically active, Socially responsible, Informed voter, Sports enthusiast, News buff; User interests: Political activism, Social justice, Voting rights, Football, Current events.];
item 2638: [Text information: cate: sports, sub_cate: football_nfl, title: OJ Simpson suing Vegas hotel for defamation over 2017 TMZ story claiming 'belligerence', the profile of the users that the item is targeting: User identity: News junkie, Moviegoer, Finance enthusiast, Sports fan, Football enthusiast; User interests: Current events, Movies, Investing, NFL, North Carolina Tar Heels.];
item 3645: [Text information: cate: sports, sub_cate: football_ncaa, title: Gary Danielson: 'I don't care what Alabama says… he's not the Tua Tagovailoa that started the season', the profile of the users that the item is targeting: User identity: Football fan, Sports enthusiast, Alabama Crimson Tide supporter, Tua Tagovailoa fan, In-season surgery observer; User interests: College football, Alabama Crimson Tide, NCAA football, In-season surgery, Tua Tagovailoa.];
item 2304: [Text information: cate: sports, sub_cate: football_nfl, title: Antonio Brown is exposing Roger Goodell's unchecked power to shut players out of the NFL, the profile of the users that the item is targeting: User identity: Sports fan, NFL supporter, Football enthusiast, Movie lover, Retro toy collector; User interests: Football, Sports news, NFL updates, Movies, Retro toys.];
","User identity: Law enthusiast, Legal analyst, New England Patriots supporter, NFL fan, Sports enthusiast; User interests: Law, Legal proceedings, Football, NFL, Sports news."
1155,"The target item text information: [cate: finance, sub_cate: finance-savemoney, title: 30 things you should never buy without a coupon, abstract: Search for a coupon before purchasing these items.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 398: [Text information: cate: finance, sub_cate: finance-retirement, title: The one reason to claim Social Security at 62 that no one ever talks about, the profile of the users that the item is targeting: User identity: Retiree, News Enthusiast, Financial Planner, Police officer, Retirement enthusiast; User interests: Retirement Planning, Current Events, Financial Planning, Crime, Retirement planning.];
item 463: [Text information: cate: finance, sub_cate: finance-saving-investing, title: 4 mistakes that'll stunt your 401(k)'s growth, the profile of the users that the item is targeting: User identity: Financial Planner, Retirement Planner, Investor, Financial professional, Financial news enthusiast; User interests: Financial Planning, Retirement Planning, Investing, Financial news, Investment strategies.];
item 1902: [Text information: cate: finance, sub_cate: finance-companies, title: TGI Friday's is going public again, the profile of the users that the item is targeting: User identity: Finance professional, Investor, Business owner, Stock market expert, Financial analyst; User interests: Finance, Investing, Business management, Stock market, Financial planning.];
item 1159: [Text information: cate: finance, sub_cate: finance-retirement, title: 19 Things You'll Need To Sacrifice Now for a Healthy Retirement, the profile of the users that the item is targeting: User identity: Financially savvy, Retirement planning, Healthy lifestyle, Financial Planner, Financial Advisor; User interests: Financial planning, Retirement, Health and wellness, Retirement Planning, Financial Planning.];
item 2443: [Text information: cate: finance, sub_cate: finance-real-estate, title: How to pay off your mortgage early: 4 methods that work, the profile of the users that the item is targeting: User identity: Homeowner, Financially Savvy, Real Estate Enthusiast, Outdoor Enthusiast, News enthusiast; User interests: Real estate, Financial planning, Environmental conservation, Personal Finance, Current events.];
","User identity: Savvy Shopper, Frugal, Bargain Hunter, Financially Aware, Adult; User interests: Shopping, Budgeting, Saving Money, Staying informed, Local news."
1159,"The target item text information: [cate: finance, sub_cate: finance-retirement, title: 19 Things You'll Need To Sacrifice Now for a Healthy Retirement, abstract: There a big and small costs you can cut to help with retirement.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1155: [Text information: cate: finance, sub_cate: finance-savemoney, title: 30 things you should never buy without a coupon, the profile of the users that the item is targeting: User identity: Savvy Shopper, Frugal, Bargain Hunter, Financially Aware, Adult; User interests: Shopping, Budgeting, Saving Money, Staying informed, Local news.];
item 2260: [Text information: cate: finance, sub_cate: finance-savemoney, title: Time to start your student loan payments? Here's what you need to know to avoid mistakes, the profile of the users that the item is targeting: User identity: Financially savvy, College graduate, Financial planner, Sports fan, News reader; User interests: Personal finance, Budgeting, Financial planning, Football, Current events.];
item 2443: [Text information: cate: finance, sub_cate: finance-real-estate, title: How to pay off your mortgage early: 4 methods that work, the profile of the users that the item is targeting: User identity: Homeowner, Financially Savvy, Real Estate Enthusiast, Outdoor Enthusiast, News enthusiast; User interests: Real estate, Financial planning, Environmental conservation, Personal Finance, Current events.];
item 463: [Text information: cate: finance, sub_cate: finance-saving-investing, title: 4 mistakes that'll stunt your 401(k)'s growth, the profile of the users that the item is targeting: User identity: Financial Planner, Retirement Planner, Investor, Financial professional, Financial news enthusiast; User interests: Financial Planning, Retirement Planning, Investing, Financial news, Investment strategies.];
item 3826: [Text information: cate: finance, sub_cate: finance-retirement, title: 5 Secrets to Making Your Money Last in Retirement, the profile of the users that the item is targeting: User identity: Financially Savvy, Retirement Planner, Financial Planner, Retiree, Lifestyle; User interests: Retirement Planning, Financial Planning, Investing, Investment Strategies, Fashion.];
","User identity: Financially savvy, Retirement planning, Healthy lifestyle, Financial Planner, Financial Advisor; User interests: Financial planning, Retirement, Health and wellness, Retirement Planning, Financial Planning."
1175,"The target item text information: [cate: news, sub_cate: newsus, title: Police: RTD Driver Assaulted By 2 Juveniles In Aurora, abstract: Aurora police and RTD officials confirm to CBS4 a bus driver was assaulted on Thursday.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2229: [Text information: cate: news, sub_cate: newsus, title: Off-duty Cypress officer arrested on suspicion of sexual assault after standoff, the profile of the users that the item is targeting: User identity: Traveler, Financial Planner, Animal Lover, News, Lifestyle; User interests: Travel, Financial Planning, Animal Welfare, Current events, Holiday shopping.];
item 2919: [Text information: cate: news, sub_cate: newsus, title: School bus crashes as ice patches develop on Fayetteville roads Friday morning, the profile of the users that the item is targeting: User identity: Parent, Driver, Resident, Fayetteville Police Sargent, News Reporter; User interests: Family, Safety, Community, Traffic Conditions, Weather and Road Conditions.];
item 3112: [Text information: cate: news, sub_cate: newscrime, title: 2 people arrested in Big Rapids for using counterfeit money, the profile of the users that the item is targeting: User identity: News reader, Crime enthusiast, Financial expert, Businessperson, Law enforcement; User interests: Local news, Crime stories, Financial scams, Finance, Crime.];
item 2455: [Text information: cate: news, sub_cate: newsworld, title: Authorities: 2 dead in wrong-way crash on Interstate 65, the profile of the users that the item is targeting: User identity: Financial advisor, Stock market expert, Money manager, Investment consultant, Wealth planner; User interests: Finance, Investments, Financial news, Money management, Wealth building.];
item 2186: [Text information: cate: news, sub_cate: newscrime, title: 4 injured in shooting at adult club in Kansas City, Missouri, the profile of the users that the item is targeting: User identity: Traveler, News Enthusiast, Sports fan, Movie enthusiast, Soccer enthusiast; User interests: Travel, Crime, Current Events, Basketball, Football.];
","User identity: Bus driver, RTD, Aurora, News enthusiast, Political interest; User interests: Transportation, Local news, Community, Current events, Political news."
1183,"The target item text information: [cate: sports, sub_cate: basketball_ncaa, title: Iowa State Women's Basketball: Cyclones' late comeback falls short at Drake, abstract: DES MOINES   Trailing by 17 points, on the road in a raucous environment is where the Iowa State women's basketball team found itself Sunday afternoon, but midway through the fourth quarter the Cyclones had whittled the deficit down to one. A 3-pointer by Drake guard Kierra Collier immediately followed. The Cyclones again pulled within a point with under three minutes to play, but a put-back ...]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2231: [Text information: cate: sports, sub_cate: basketball_ncaa, title: Ionescu and No. 1 Oregon stun US women's national team, the profile of the users that the item is targeting: User identity: Sports fan, Basketball enthusiast, College sports lover, Oregon Ducks supporter, Entrepreneur; User interests: College basketball, US women's national team, Business, Oregon athletics, Social justice.];
item 2769: [Text information: cate: sports, sub_cate: basketball_ncaa, title: UConn women's basketball vs. Cal: time, how to watch, broadcasters, preview, the profile of the users that the item is targeting: User identity: College basketball enthusiast, UConn women's basketball supporter, Sports fan, Basketball enthusiast, Ohio State football fan; User interests: Women's college basketball, College basketball, NCAA rules and regulations, UConn athletics, Ohio State football.];
item 1255: [Text information: cate: sports, sub_cate: basketball_ncaa, title: Smith, Cowan spark No. 7 Maryland's rally past Rhode Island, the profile of the users that the item is targeting: User identity: Sports fan, College basketball enthusiast, Maryland Terrapins fan, Basketball lover, Maryland local; User interests: College basketball, Maryland Terrapins, Jalen Smith, Sports news, Local events.];
item 791: [Text information: cate: sports, sub_cate: basketball_ncaa, title: Washington rallies, stuns No. 16 Baylor 67-64 in Alaska, the profile of the users that the item is targeting: User identity: College basketball follower, Washington Huskies fan, NCAA basketball enthusiast, Alaska Anchorage Seawolves fan, Sports fan; User interests: Basketball, NCAA basketball, Washington Huskies, Alaska Anchorage Seawolves, Sports.];
item 2613: [Text information: cate: sports, sub_cate: basketball_ncaa, title: ASU basketball loses season opener to Colorado in China, the profile of the users that the item is targeting: User identity: Sports fan, Music lover, Food enthusiast, History enthusiast, Traveler; User interests: Basketball, Music news, Food trends, NASA, Fall season.];
","User identity: Sports fan, Basketball enthusiast, Iowa State University alumni, Iowa State Women's Basketball, Cyclone basketball; User interests: College basketball, Women's basketball, Cyclone basketball, Sports, Fitness."
1185,"The target item text information: [cate: sports, sub_cate: football_ncaa, title: College football Week 11: 15 players to watch, abstract: As the college football world has its eyes on Tuscaloosa, there are other matchups that deserve some attention...]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 625: [Text information: cate: sports, sub_cate: football_ncaa, title: 2019 College Football Live: Week Eleven, the profile of the users that the item is targeting: User identity: Sports-enthusiast, College-football fan, Live-game enthusiast, BRB Talker, Instant-replay analyst; User interests: College football, NCAA, Live games, Analysis, Commentary.];
item 2707: [Text information: cate: sports, sub_cate: football_ncaa, title: Nick Saban gives a Tua Tagovailoa update on College Gameday, the profile of the users that the item is targeting: User identity: Lifestyle, Travel, Sports, Shopping, Traveling; User interests: Football, Traveling, Shopping, Child safety, Celebrity gossip.];
item 860: [Text information: cate: sports, sub_cate: football_ncaa, title: College Football Playoff picture: 4 in, 2 out, 5 to watch, the profile of the users that the item is targeting: User identity: Finance professional, Real estate investor, Sports enthusiast, Basketball fan, Sports news follower; User interests: Financial planning, Real estate investing, Fitness, Animal rescue, College football.];
item 2677: [Text information: cate: sports, sub_cate: football_nfl, title: Cardinals vs. Buccaneers, Week 10: How to watch, stream, listen to game, the profile of the users that the item is targeting: User identity: Sports fan, Traveler, Health enthusiast, News follower, Arizona Cardinals supporter; User interests: NFL, Arizona Cardinals, Football news, Travel, Health.];
item 2076: [Text information: cate: sports, sub_cate: football_ncaa, title: How the NCAA's ruling on Chase Young could impact Big Ten, Playoff and Heisman races, the profile of the users that the item is targeting: User identity: Sports fan, Football enthusiast, NCAA football follower, College football fan, Big Ten fan; User interests: College football, NCAA football, Big Ten conference, Football games, Heisman Trophy race.];
","User identity: Sports fan, Football enthusiast, College football follower, NCAA football fan, Alabama Crimson Tide fan; User interests: College football, NFL, NBA, NCAA, New York Knicks."
