UID,Input,Response
1228,"The target item text information: [title: The Parent Trap, year: 1998]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 5441: [Text information: title: Dil Se, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Adventure seeker, Nostalgic person, Classic film enthusiast; User interests: Movies from the '90s, Science fiction, Romantic comedies, Action movies from the '80s, Foreign films with complex themes.];
item 3591: [Text information: title: Antz, year: 1998, the profile of the users that the item is targeting: User identity: Science fiction enthusiast, Classic film lover, Comedy lover, Drama lover, Action enthusiast; User interests: Exploration, Technology, Adventure, Relationship dramas, Superhero films.];
item 3442: [Text information: title: Les Miserables, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Adventure seeker, Science fiction fan, Comedy lover, Action enthusiast; User interests: Movies from the 90s, Exploring new places, Immersive storytelling, Quentin Tarantino films, Disaster movies.];
item 3799: [Text information: title: Pi: Faith in Chaos, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Action movie fan, Romantic; User interests: Movies from the 90s, Relationships, Humor, Quirky humor, Drama.];
item 4624: [Text information: title: School of Flesh, year: 1998, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Science fiction lover, Thriller enthusiast, Adventure seeker; User interests: Action movies, Classics, Science fiction, Thrillers, Adventure films.];
","User identity: Action movie fan, Comedy lover, Drama enthusiast, Science fiction enthusiast, Movie buff; User interests: Adventure, Humor, Social issues, Action movies, Sci-fi films."
1230,"The target item text information: [title: The Family Man, year: 2000]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2483: [Text information: title: Jesus' Son, year: 2000, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Horror movie fan, Indie film fan; User interests: Movies from the 90s, Satirical comedy, Relationship drama, Horror films, Independent films.];
item 1855: [Text information: title: Molokai: The Story of Father Damien, year: 2000, the profile of the users that the item is targeting: User identity: Movie buff, Drama lover, Sci-fi fan, Nostalgia enthusiast, Thrill-seeker; User interests: Movies, Film analysis, Character development, Old favorites, Exciting plot twists.];
item 4070: [Text information: title: Directors: Robert Altman, year: 2000, the profile of the users that the item is targeting: User identity: Classic film enthusiast, Action movie lover, Thrilling adventures, Disaster movie enthusiast, Romantic comedy lover; User interests: Film history, Cult classic movies, Movies from the 80s and 90s, Science fiction, Drama.];
item 2202: [Text information: title: Boys Briefs, year: 2000, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fanatic, Adventure seeker, Classic film enthusiast, Sci-fi fan; User interests: Action movies, Exploring new places, Indie rock music, Film history, Cult classic movies.];
item 6176: [Text information: title: The Grinch, year: 2000, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Thriller enthusiast, Adventure seeker, Classic movie fan; User interests: Action movies, Dark comedies, Suspenseful thrillers, Humorous comedies, Nostalgia.];
","User identity: Comedy lover, Drama enthusiast, Romantic, Movie buff, Classic movie fan; User interests: Humor, Relationships, Self-discovery, Movies from the '90s, Heartwarming dramas."
1237,"The target item text information: [title: Intolerance, year: 1916]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 3215: [Text information: title: The Birth of a Nation, year: 1915, the profile of the users that the item is targeting: User identity: Movie buff, Action fanatic, Science fiction enthusiast, Thriller lover, Nostalgic film lover; User interests: Movies from the '90s, Thrillers, Science fiction, Martial arts, Space exploration.];
item 4021: [Text information: title: Cabiria, year: 1914, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Drama enthusiast, Movie buff, Romantic comedy fanatic; User interests: Adventure, Relationships, Humor, Action movies, Quirky comedies.];
item 4355: [Text information: title: The Defilers/ Scum of the Earth!, year: 1963, the profile of the users that the item is targeting: User identity: Movie enthusiast, Action movie fan, Thriller lover, Film buff, Adventure seeker; User interests: Classic movies, '60s movies, Crime thrillers, Exploitation films, Cult classics.];
item 4851: [Text information: title: Chaplin's Essanay Comedies: Vol. 1, year: 1915, the profile of the users that the item is targeting: User identity: Adventures seeker, Comedy fan, Classic film enthusiast, Movie buff, Nostalgic film lover; User interests: Heartwarming stories, Humorous comedy, Movies from the '80s and '90s, Cult classics, Classic films.];
item 4065: [Text information: title: Bloodfist 4: Die Trying, year: 1992, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Classic film enthusiast, Science fiction lover, Comedy lover; User interests: Adventure, Suspense, Exploration, Movies from the 90s, Superhero movies.];
","User identity: Action movie fan, Classic film enthusiast, Science fiction lover, Comedy fan, Romantic; User interests: Adventure, Suspense, Thriller, Film analysis, Character development."
1243,"The target item text information: [title: Not One Less, year: 2000]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1620: [Text information: title: Nothin' 2 Lose, year: 2000, the profile of the users that the item is targeting: User identity: Action movie fan, Movie buff, Classic film enthusiast, Drama lover, Science fiction lover; User interests: Adventure, Movies from the early 2000s, Suspense, Biographical dramas, Exploration.];
item 5016: [Text information: title: Deewane, year: 2000, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Action movie fan, Thriller enthusiast; User interests: Film analysis, Humor, Human relationships, Action movies, Suspenseful films.];
item 1891: [Text information: title: Baise Moi, year: 2000, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Romantic comedy fanatic, Drama lover; User interests: Movies from different genres, Humor and satire, Exploring human emotions, Movies from the late 90s and early 2000s, Relationships and romance.];
item 5973: [Text information: title: The Gift, year: 2000, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Thriller enthusiast, Comedy lover, Quirky humor; User interests: Movies from the early 2000s, Comedy films, Science fiction movies, Psychological thrillers, Disaster movies.];
item 6337: [Text information: title: Bounce, year: 2000, the profile of the users that the item is targeting: User identity: Romantic comedy fanatic, Indie film enthusiast, Movie buff, Relationships and romance, Drama and suspense; User interests: Movies from the early 2000s, Relationships and romance, Drama and suspense, Indie films, Classic movies.];
","User identity: Action movie fan, Drama movie enthusiast, Disaster movie lover, Movie buff, Comedy fan; User interests: Action, Drama, Disaster movies, Film analysis, Humor."
1248,"The target item text information: [title: Sister Act 2: Back in the Habit, year: 1993]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 303: [Text information: title: Serial Mom, year: 1995, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Drama enthusiast, Movie buff, Adventure seeker; User interests: Action movies, Quirky comedies, Heartfelt dramas, Nature documentaries, Historical dramas.];
item 4353: [Text information: title: Gardens of the World with Audrey Hepburn, year: 1993, the profile of the users that the item is targeting: User identity: Classic film lover, Movie buff, Thriller enthusiast, Adventure seeker, Action movie fan; User interests: Classic cinema, Film history, Suspenseful stories, Outdoor adventures, Action movies.];
item 4454: [Text information: title: Wife, year: 1995, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Drama lover, Classic film enthusiast, Independent cinema enthusiast; User interests: Film analysis, Relationships, Adventure, Humorous comedies, Technology.];
item 2216: [Text information: title: Addams Family Values, year: 1993, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Action enthusiast, Sci-fi enthusiast, Classic film lover; User interests: Movies from the 90s, Quirky humor, Adventure films, Dark comedies, High-octane thrillers.];
item 369: [Text information: title: Tromeo and Juliet, year: 1995, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Action enthusiast, Fantasy fan, Science fiction enthusiast; User interests: Movies from the 90s, Quirky humor, High-octane thrills, Humor, Space exploration.];
","User identity: Movie buff, Comedy lover, Drama enthusiast, Adventurer, Lover of '90s movies; User interests: Quirky humor, Character development, Nature documentaries, Heartwarming stories, Thrillers."
1249,"The target item text information: [title: Thunderheart, year: 1992]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 3745: [Text information: title: Guncrazy, year: 1992, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Action enthusiast, Adventure seeker, Drama enthusiast; User interests: Movies from the '90s, Humorous comedies, Superhero movies, Exploring new places, Relationships.];
item 683: [Text information: title: Plymptoons, year: 1992, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Drama lover, Movie buff, Science fiction enthusiast; User interests: Action movies from the '80s and '90s, Cult classics from the early 2000s, Thoughtful dramas exploring human relationships, Movies from the 90s, Psychological thrillers.];
item 6109: [Text information: title: Unforgiven, year: 1992, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Drama lover, History buff, Science fiction enthusiast; User interests: Action movies, Dramas, Historical films, Technology, Human exploration.];
item 650: [Text information: title: Tito and Me, year: 1992, the profile of the users that the item is targeting: User identity: History enthusiast, Adventure seeker, Movie buff, Sci-fi enthusiast, Action movie fan; User interests: Exploring new places, Learning about different cultures, Action movies, Science fiction films, Supernatural themes.];
item 2128: [Text information: title: Citizen Cohn, year: 1992, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Nostalgic, History enthusiast, Classic film enthusiast; User interests: Crime dramas, Action movies, Romantic comedies, Film history, Historical films.];
","User identity: Movie buff, Thriller lover, Adventure seeker, Action movie fan, Classic film lover; User interests: Horror movies from the 90s, Psychological thrillers, Action movies, Adventure, Drama films from the '40s and '50s."
1252,"The target item text information: [title: The House of Seven Corpses, year: 2000]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 982: [Text information: title: From Hell, year: 2001, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Action enthusiast, Romantic comedy fanatic, Fantasy movie enthusiast; User interests: Movies from the late 90s, Quentin Tarantino films, Indie movies, Romantic comedies, Superhero movies.];
item 2580: [Text information: title: The House of Mirth, year: 2000, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Adventure seeker, Classic film enthusiast, Action movie fan; User interests: Quirky comedies, Comedies, Action movies from the early 2000s, Disaster films, Relationships.];
item 6114: [Text information: title: Shrek (Widescreen), year: 2001, the profile of the users that the item is targeting: User identity: Action movie fan, Science fiction lover, Comedy lover, Thriller enthusiast, Movie buff; User interests: Action movies, Science fiction, Comedy films, Suspenseful thrillers, Movies from the 90s.];
item 4082: [Text information: title: Monsters, Inc., year: 2001, the profile of the users that the item is targeting: User identity: Action movie fan, Movie buff, Science fiction enthusiast, Adventure seeker, Classic film enthusiast; User interests: Adventure, Emotional storytelling, Quirky humor, Technology, Film history.];
item 4747: [Text information: title: Rat, year: 2000, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Romantic comedy lover, Classic film enthusiast, Drama enthusiast; User interests: Movies from different genres, Humor, Relationships, Adventure, Social justice.];
","User identity: Movie buff, Action movie fanatic, Sci-fi enthusiast, Disaster movie lover, Comedy lover; User interests: Movies from the 90s, Action movies, Sci-fi films, Natural disaster thrillers, Quirky humor."
1268,"The target item text information: [title: A Texas Funeral, year: 1999]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 5171: [Text information: title: The Texas Chainsaw Massacre 2, year: 1983, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Comedy lover, Cult classic enthusiast, Thriller lover; User interests: Movies from the 90s, Action movies, Dark comedies, Supernatural thrillers, Suspenseful thrillers.];
item 2050: [Text information: title: Gone to Texas, year: 1986, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Thriller lover, History buff, Movie enthusiast; User interests: Adventure, Suspense, Historical dramas, Westerns, 80s films.];
item 3091: [Text information: title: Limbo, year: 1999, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Drama lover, Comedy lover, Thriller enthusiast; User interests: Movies from different genres, Action movies, Nostalgia for classic films, Quirky humor, Suspenseful storytelling.];
item 6441: [Text information: title: Fallen Angel, year: 1999, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Music lover, Drama enthusiast, Movie buff; User interests: Adventure, Suspense, Romance, Adventure movies, Comedies from the late 90s early 2000s.];
item 3805: [Text information: title: The Bone Collector, year: 1999, the profile of the users that the item is targeting: User identity: Movie buff, Action movie enthusiast, Drama lover, Nostalgic person, Adventure seeker; User interests: Movies from the 90s, Cult classics, Romantic comedies, Action movies from the late '90s and early 2000s, Comedies about dysfunctional families.];
","User identity: Movie buff, Comedy lover, Drama enthusiast, Adventure seeker, History enthusiast; User interests: Movies from different decades, Classic comedies, Thoughtful dramas, Action movies, Nature documentaries."
1270,"The target item text information: [title: The Twilight Zone: Vol. 16, year: 1963]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 4495: [Text information: title: The Twilight Zone: Vol. 14, year: 1963, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Movie buff, Sci-fi enthusiast, Drama lover; User interests: Adventure, Relationships, Movies from the 90s, Quentin Tarantino films, Martial arts.];
item 6037: [Text information: title: The Twilight Zone: Vol. 26, year: 1964, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Action enthusiast, Drama lover, Science fiction fanatic; User interests: Movies from the 90s, Quirky humor, Thrilling adventures, Relationships, Exploring new worlds through film.];
item 6250: [Text information: title: Treasures of the Twilight Zone, year: 1964, the profile of the users that the item is targeting: User identity: Movie buff, Science fiction fanatic, Action movie enthusiast, Fantasy lover, Classic film enthusiast; User interests: Drama, Romance, Comedy, Exploring new worlds through film, Immersing oneself in different genres.];
item 514: [Text information: title: Charade, year: 1963, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Action enthusiast, Nostalgia enthusiast, Drama lover; User interests: Movies from the '90s, Quirky humor, Disaster movies, Classic films, Romantic comedies.];
item 6148: [Text information: title: More Treasures of the Twilight Zone, year: 1964, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Comedy lover, Adventure seeker, Nature documentary enthusiast; User interests: Movies from the 90s, Quirky humor, Heartwarming stories, Adventure, Suspenseful thrillers.];
","User identity: Movie buff, Comedy lover, Sci-fi fan, Drama lover, Action enthusiast; User interests: Movies from different genres, Humor and satire, Suspenseful plots, Biographical dramas, Movies from the 90s."
1273,"The target item text information: [title: Batman: Mask of the Phantasm, year: 1993]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 3396: [Text information: title: Batman Returns, year: 1992, the profile of the users that the item is targeting: User identity: Movie buff, Adventure seeker, Drama lover, Comedy lover, Thriller enthusiast; User interests: Movies from different genres, Exploring new places, Emotional storytelling, Quirky humor, Suspenseful stories.];
item 410: [Text information: title: Dragon: The Bruce Lee Story, year: 1993, the profile of the users that the item is targeting: User identity: Action movie fan, Thriller enthusiast, Drama lover, Classic film enthusiast, Crime drama enthusiast; User interests: Adventure movies, Suspenseful dramas, Psychological thrillers, Film history, Heartwarming stories about love and relationships.];
item 5409: [Text information: title: Batman, year: 1989, the profile of the users that the item is targeting: User identity: Movie buff, Science fiction enthusiast, Drama lover, Romantic, Comedy lover; User interests: Movies from different decades, Space exploration and science fictional themes, Thoughtful dramas, Relationships, Humor.];
item 498: [Text information: title: Leprechaun, year: 1993, the profile of the users that the item is targeting: User identity: Action movie fan, Science fiction enthusiast, Comedy lover, Thriller enthusiast, Nostalgic film lover; User interests: Action movies, Sci-fi thrillers, Quirky comedies, Suspenseful thrillers, Nostalgic classics.];
item 3635: [Text information: title: Working with Orson Welles, year: 1993, the profile of the users that the item is targeting: User identity: Action movie fan, Sci-fi enthusiast, Horror movie lover, Movie buff, Thriller lover; User interests: Action movies, Science fiction, Thrillers, Film analysis, Suspenseful thrillers.];
","User identity: Movie buff, Comedy lover, Drama enthusiast, Action enthusiast, Film Enthusiast; User interests: Movies from the 90s, Quirky humor, Thrilling adventures, Film history, Social issues."
1286,"The target item text information: [title: Halloween II, year: 1981]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 764: [Text information: title: Halloween III: Season of the Witch, year: 1982, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Drama enthusiast, Movie buff, Film history; User interests: Action movies, Comedy films, Romantic dramas, Movies from the 90s, Film analysis.];
item 4761: [Text information: title: The Devil & Max Devlin, year: 1981, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Comedy lover, Sci-fi fan, Classic film enthusiast; User interests: Movies from the 90s, Quirky humor, Adventure, Intergalactic adventures, Suspenseful plots.];
item 5769: [Text information: title: Excalibur, year: 1981, the profile of the users that the item is targeting: User identity: Movie buff, Drama lover, Adventure seeker, Romantic comedy fan, Film enthusiast; User interests: Movies from the 90s, Disaster movies, Thrillers, Relationships and romance, Family dynamics and relationships.];
item 362: [Text information: title: 13 Ghosts, year: 1960, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Drama enthusiast, Adventure seeker, Romantic comedy lover; User interests: Film history, Humor, Social issues, Adventure, Relationships.];
item 845: [Text information: title: Liar's Moon, year: 1981, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Drama enthusiast, Movie buff, Action movie fanatic; User interests: Action movies, Comedy films, Heartwarming dramas, Film analysis, Genre exploration.];
","User identity: Movie buff, Horror movie fanatic, Action movie fan, Romantic, Classic film enthusiast; User interests: Movies from the 70s and 80s, Thrillers and suspenseful films, Action movies from the late '90s to early 2000s, Relationships, Supernatural and paranormal themes."
1287,"The target item text information: [title: Othello, year: 1952]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 5397: [Text information: title: High Noon, year: 1952, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Comedy lover, Science fiction enthusiast, Nostalgic personality; User interests: Action movies, Indie rock music, Quirky comedies, Adventure movies, Space exploration.];
item 1077: [Text information: title: The Three Stooges: Merry Mavericks, year: 1951, the profile of the users that the item is targeting: User identity: Classic film lover, Comedy enthusiast, Adventure seeker, Action movie fan, Drama lover; User interests: Adventure, Comedy, Classic films, Action movies from the 80s and 90s, Dramatic storytelling.];
item 6211: [Text information: title: Show Boat, year: 1951, the profile of the users that the item is targeting: User identity: Show Boat enthusiast, Drama lover, Movie buff, Classic film fan, Music lover; User interests: Movies from the 1950s, Musicals, Romantic dramas, Theater productions, Vintage performances.];
item 5192: [Text information: title: From Here to Eternity, year: 1953, the profile of the users that the item is targeting: User identity: Action movie fan, Sci-fi enthusiast, Horror movie lover, Comedy lover, Drama fan; User interests: Action movies, Science fiction, Thrillers, Humor, Emotional storytelling.];
item 3782: [Text information: title: Variety Lights, year: 1950, the profile of the users that the item is targeting: User identity: Action movie fan, Movie buff, Drama lover, Romance enthusiast, Thoughtful individual; User interests: Action movies, Explosions, Romantic comedies, Friendship, Self-discovery.];
","User identity: Movie buff, Romantic Comedy Fan, Science fiction fan, Action movie enthusiast, Drama lover; User interests: Action movies, Sci-fi films, Romantic comedies, Relationships, Adventure."
1288,"The target item text information: [title: Twin Dragons, year: 1999]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 6519: [Text information: title: Reptilian, year: 1999, the profile of the users that the item is targeting: User identity: Movie buff, Drama lover, Thriller enthusiast, Nostalgic film lover, Action movie fan; User interests: Film analysis, Character development, Suspenseful plots, Drama films from the 90s, Martial arts.];
item 3922: [Text information: title: Godzilla 2000: Millennium, year: 1999, the profile of the users that the item is targeting: User identity: Movie buff, Science fiction fan, Action movie enthusiast, Comedy lover, Drama enthusiast; User interests: Space exploration, Time travel, Alternate realities, Quirky humor, Superhero films.];
item 6441: [Text information: title: Fallen Angel, year: 1999, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Music lover, Drama enthusiast, Movie buff; User interests: Adventure, Suspense, Romance, Adventure movies, Comedies from the late 90s early 2000s.];
item 2410: [Text information: title: Shower, year: 1999, the profile of the users that the item is targeting: User identity: Action movie fan, Movie buff, Drama lover, Classic film enthusiast, Romantic; User interests: Adventure, Film analysis, Drama, Social issues, Family dynamics.];
item 178: [Text information: title: Mumford, year: 1999, the profile of the users that the item is targeting: User identity: Nostalgic film lover, Comedy lover, Thriller enthusiast, Drama enthusiast, Action movie fan; User interests: Classic films, Dark comedies, Suspenseful thrillers, Family dramas, Self-discovery.];
","User identity: Movie buff, Action movie fan, Comedy lover, Horror movie enthusiast, Adventure seeker; User interests: Movies from the late '90s and early 2000s, Action movies, Humorous films, Supernatural themes, Exploring new places."
1297,"The target item text information: [title: The Odd Couple, year: 1968]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 5072: [Text information: title: The Producers, year: 1968, the profile of the users that the item is targeting: User identity: Action movie fanatic, Science fiction lover, Classic film enthusiast, Drama lover, Adventure seeker; User interests: Movies from different genres, Adventure, Suspense, Space exploration, Exploring themes and stories in films.];
item 4618: [Text information: title: Chitty Chitty Bang Bang, year: 1968, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Thriller enthusiast, Romantic; User interests: Movies from the 90s, Quirky humor, Character development, Quentin Tarantino films, Relationships and romance.];
item 212: [Text information: title: Quatermass and the Pit, year: 1968, the profile of the users that the item is targeting: User identity: Classic film lover, Science fiction enthusiast, Suspense seeker, Adventure seeker, Thriller enthusiast; User interests: Exploration, Film analysis, Action, Drama, Historical drama.];
item 3685: [Text information: title: Oliver!, year: 1968, the profile of the users that the item is targeting: User identity: Classic film enthusiast, Science fiction fan, Romantic, Action movie fan, Drama lover; User interests: Drama, Thriller, Comedy, Movies from the 90s, Relationships.];
item 5470: [Text information: title: Hang 'Em High, year: 1968, the profile of the users that the item is targeting: User identity: Movie buff, Drama lover, Science fiction enthusiast, Action enthusiast, Comedy lover; User interests: Classic films, Film analysis, Space exploration, Thriller enthusiast, Quirky comedies.];
","User identity: Movie buff, Classic movie lover, Romantic, Nostalgia enthusiast, Adventure seeker; User interests: Classic films, Romantic comedies, Film analysis, Psychological thrillers, Historical dramas."
1298,"The target item text information: [title: Night Tide, year: 1963]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2249: [Text information: title: Donovan's Reef, year: 1963, the profile of the users that the item is targeting: User identity: Thriller enthusiast, Military history buff, Drama lover, Movie buff, Action movie fan; User interests: Psychological thrillers, Disaster movies, Suspense, Adventure, Historical dramas.];
item 4495: [Text information: title: The Twilight Zone: Vol. 14, year: 1963, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Movie buff, Sci-fi enthusiast, Drama lover; User interests: Adventure, Relationships, Movies from the 90s, Quentin Tarantino films, Martial arts.];
item 514: [Text information: title: Charade, year: 1963, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Action enthusiast, Nostalgia enthusiast, Drama lover; User interests: Movies from the '90s, Quirky humor, Disaster movies, Classic films, Romantic comedies.];
item 1270: [Text information: title: The Twilight Zone: Vol. 16, year: 1963, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Sci-fi fan, Drama lover, Action enthusiast; User interests: Movies from different genres, Humor and satire, Suspenseful plots, Biographical dramas, Movies from the 90s.];
item 6250: [Text information: title: Treasures of the Twilight Zone, year: 1964, the profile of the users that the item is targeting: User identity: Movie buff, Science fiction fanatic, Action movie enthusiast, Fantasy lover, Classic film enthusiast; User interests: Drama, Romance, Comedy, Exploring new worlds through film, Immersing oneself in different genres.];
","User identity: Classic film enthusiast, Action enthusiast, Nostalgic film lover, Social activist, Movie buff; User interests: Historical dramas, Thrillers, Action movies from the 90s, Alternative rock music, Advocating for social justice causes."
1304,"The target item text information: [title: Earth Girls Are Easy, year: 1989]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2983: [Text information: title: Clean and Sober, year: 1988, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Comedy lover, Classic film enthusiast, Drama enthusiast; User interests: Movies from the '80s and '90s, Thrillers and action movies, Quirky comedies and dark humor, Classic films, Emotional storytelling.];
item 4717: [Text information: title: Camille Claudel, year: 1989, the profile of the users that the item is targeting: User identity: Movie buff, Adventure seeker, Romantic, Action movie fan, History buff; User interests: Movies from the 70s and 80s, Disaster movies, Love stories, Psychological thrillers, Historical events.];
item 83: [Text information: title: Parenthood, year: 1989, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Horror movie lover, Action enthusiast; User interests: Movies from the late 80s and early 90s, Quirky and offbeat comedies, Thoughtful dramas, Horror films, High-octane action films.];
item 1773: [Text information: title: Glory, year: 1989, the profile of the users that the item is targeting: User identity: Action movie fan, Sci-fi enthusiast, Classic film lover, Movie buff, Adventure seeker; User interests: Adventure, Technology, Drama, Action movies, Disaster films.];
item 4841: [Text information: title: I Love Maria, year: 1988, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Science fiction lover, Nostalgia enthusiast, Pop culture fan; User interests: Action movies from the late 19th century, Historical dramas set during World War II, Fantasy films exploring advanced technologies, Comedy, Classic films.];
","User identity: Movie buff, Action enthusiast, Comedy lover, Adventure seeker, History enthusiast; User interests: Action movies, Movie history, Comedy films, Outdoor activities, Historical dramas."
1310,"The target item text information: [title: Cradle Will Rock, year: 1999]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1210: [Text information: title: In Dreams, year: 1999, the profile of the users that the item is targeting: User identity: Movie buff, Drama lover, Comedy fan, Sci-fi enthusiast, Classic film lover; User interests: Film analysis, Character development, Humor, Action movies, Science fiction.];
item 178: [Text information: title: Mumford, year: 1999, the profile of the users that the item is targeting: User identity: Nostalgic film lover, Comedy lover, Thriller enthusiast, Drama enthusiast, Action movie fan; User interests: Classic films, Dark comedies, Suspenseful thrillers, Family dramas, Self-discovery.];
item 3878: [Text information: title: Vaastav, year: 1999, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Romantic comedy lover, Thriller enthusiast, Science fiction enthusiast; User interests: Action movies from the late '90s and early '00s, Classic films, Relationship dramas, Psychological thrillers, Sci-fi.];
item 430: [Text information: title: La Buche, year: 1999, the profile of the users that the item is targeting: User identity: Movie enthusiast, Romantic comedy lover, Disaster movie fanatic, Nostalgic for early 2000s films, Sentimental for heartwarming movies; User interests: Action movies, Romantic comedies, Natural disaster films, Films from the late 90s to early 2000s, Feel-good movie experiences.];
item 3201: [Text information: title: The Pact, year: 1999, the profile of the users that the item is targeting: User identity: Action movie fan, Drama lover, Science fiction enthusiast, Romantic comedy fan, Movie buff; User interests: Action movies, Thoughtful dramas, Immersive science fiction experiences, Relationships and romance, Adventure and action.];
","User identity: Comedy lover, Drama enthusiast, Movie buff, Thriller enthusiast, Social justice advocate; User interests: Humor, Relationships, Film analysis, Character development, Plot twists."
1311,"The target item text information: [title: How Green Was My Valley, year: 1941]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 5639: [Text information: title: Penny Serenade, year: 1941, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Sci-fi enthusiast, Classic film lover, Comedy lover; User interests: Movies from the '80s and '90s, Disaster movies, Science fiction, Quirky humor, Relationship dynamics.];
item 5458: [Text information: title: The Shanghai Gesture, year: 1941, the profile of the users that the item is targeting: User identity: Movie buff, Classic film lover, Adventure seeker, Music lover, Drama lover; User interests: Classic films, Action movies, Science fiction, Independent films, Indie rock music.];
item 837: [Text information: title: Ball of Fire, year: 1941, the profile of the users that the item is targeting: User identity: Classic film enthusiast, Action movie fan, Movie buff, Sci-fi enthusiast, Drama enthusiast; User interests: Action movies, Classic films, Thrillers, Sci-fi, Disaster movies.];
item 5914: [Text information: title: Fantasia, year: 1940, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Action movie fan, Historical drama enthusiast; User interests: Movies from the 90s, Quirky humor, Character development, Action movies, Historical dramas.];
item 14: [Text information: title: A Yank in the R.A.F., year: 1941, the profile of the users that the item is targeting: User identity: Military enthusiast, Historical fiction lover, War movie fan, Aviation enthusiast, Romantic; User interests: Drama, Love story, World War II, Fighter planes, British history.];
","User identity: Comedy movie fan, Action movie lover, Drama enthusiast, Classic film enthusiast, Nostalgia lover; User interests: Comedies, Action movies, Dramas, Classic films, Nostalgic movies from the '90s."
